home_team,away_team,home_team_code,away_team_code,year,date,date_time,group_name,round,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_city,stadium_name,stadium_name_official,stadium_name_event,stadium_percentage_filled
Finland,Belgium,FIN,BEL,2020,2021-06-21,2021-06-21T19:00:00Z,Group B,GROUP_STANDINGS,18545.0,250003363,RUS,59960.0,59.972953,30.220533,St Petersburg,Gazprom Arena,Gazprom Arena,Gazprom Arena,30.928952635090063
Russia,Denmark,RUS,DEN,2020,2021-06-21,2021-06-21T19:00:00Z,Group B,GROUP_STANDINGS,23644.0,63462,DEN,38052.0,55.7027611,12.572275,Copenhagen,Parken Stadium,Parken,Parken Stadium,62.136024387680024
Ukraine,Austria,UKR,AUT,2020,2021-06-21,2021-06-21T16:00:00Z,Group C,GROUP_STANDINGS,10472.0,250001298,ROU,54231.0,44.438192,26.151924,Bucharest,National Arena Bucharest,National Arena,National Arena Bucharest,19.309988751820914
North Macedonia,Netherlands,MKD,NED,2020,2021-06-21,2021-06-21T16:00:00Z,Group C,GROUP_STANDINGS,15227.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,28.548127038884097
Italy,Wales,ITA,WAL,2020,2021-06-20,2021-06-20T16:00:00Z,Group A,GROUP_STANDINGS,11541.0,57775,ITA,69689.0,41.9339222,12.4546833,Rome,Olimpico in Rome,Stadio Olimpico,Olimpico in Rome,16.560719769260572
Switzerland,Türkiye,SUI,TUR,2020,2021-06-20,2021-06-20T16:00:00Z,Group A,GROUP_STANDINGS,17138.0,250002745,AZE,68700.0,40.429766,49.91979,Baku,Baku Olympic Stadium,Baku Olympic Stadium,Baku Olympic Stadium,24.94614264919942
Spain,Poland,ESP,POL,2020,2021-06-19,2021-06-19T19:00:00Z,Group E,GROUP_STANDINGS,11742.0,74459,ESP,57619.0,37.4172611,-6.0046333,Seville,La Cartuja Stadium,La Cartuja de Sevilla,La Cartuja Stadium,20.378694527846715
Portugal,Germany,POR,GER,2020,2021-06-19,2021-06-19T16:00:00Z,Group F,GROUP_STANDINGS,12926.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,17.23466666666667
Hungary,France,HUN,FRA,2020,2021-06-19,2021-06-19T13:00:00Z,Group F,GROUP_STANDINGS,55998.0,250004078,HUN,65014.0,47.503111,19.098024,Budapest,Puskás Aréna,Puskás Aréna,Puskás Aréna,86.13221767619282
England,Scotland,ENG,SCO,2020,2021-06-18,2021-06-18T19:00:00Z,Group D,GROUP_STANDINGS,20306.0,1100043,ENG,87360.0,51.5558417,-0.2795972,London,Wembley Stadium,Wembley Stadium,Wembley Stadium,23.24404761904762
Croatia,Czechia,CRO,CZE,2020,2021-06-18,2021-06-18T16:00:00Z,Group D,GROUP_STANDINGS,5607.0,62427,SCO,51824.0,55.8258583,-4.2519417,Glasgow,Hampden Park,Hampden Park,Hampden Park,10.819311515899969
Sweden,Slovakia,SWE,SVK,2020,2021-06-18,2021-06-18T13:00:00Z,Group E,GROUP_STANDINGS,11525.0,250003363,RUS,59960.0,59.972953,30.220533,St Petersburg,Gazprom Arena,Gazprom Arena,Gazprom Arena,19.22114743162108
Netherlands,Austria,NED,AUT,2020,2021-06-17,2021-06-17T19:00:00Z,Group C,GROUP_STANDINGS,15243.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,28.578124414113766
Denmark,Belgium,DEN,BEL,2020,2021-06-17,2021-06-17T16:00:00Z,Group B,GROUP_STANDINGS,23395.0,63462,DEN,38052.0,55.7027611,12.572275,Copenhagen,Parken Stadium,Parken,Parken Stadium,61.48165668033217
Ukraine,North Macedonia,UKR,MKD,2020,2021-06-17,2021-06-17T13:00:00Z,Group C,GROUP_STANDINGS,10001.0,250001298,ROU,54231.0,44.438192,26.151924,Bucharest,National Arena Bucharest,National Arena,National Arena Bucharest,18.441481809297265
Italy,Switzerland,ITA,SUI,2020,2021-06-16,2021-06-16T19:00:00Z,Group A,GROUP_STANDINGS,12445.0,57775,ITA,69689.0,41.9339222,12.4546833,Rome,Olimpico in Rome,Stadio Olimpico,Olimpico in Rome,17.857911578584858
Türkiye,Wales,TUR,WAL,2020,2021-06-16,2021-06-16T16:00:00Z,Group A,GROUP_STANDINGS,19762.0,250002745,AZE,68700.0,40.429766,49.91979,Baku,Baku Olympic Stadium,Baku Olympic Stadium,Baku Olympic Stadium,28.765647743813684
Finland,Russia,FIN,RUS,2020,2021-06-16,2021-06-16T13:00:00Z,Group B,GROUP_STANDINGS,24540.0,250003363,RUS,59960.0,59.972953,30.220533,St Petersburg,Gazprom Arena,Gazprom Arena,Gazprom Arena,40.92728485657105
France,Germany,FRA,GER,2020,2021-06-15,2021-06-15T19:00:00Z,Group F,GROUP_STANDINGS,13000.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,17.333333333333336
Hungary,Portugal,HUN,POR,2020,2021-06-15,2021-06-15T16:00:00Z,Group F,GROUP_STANDINGS,55662.0,250004078,HUN,65014.0,47.503111,19.098024,Budapest,Puskás Aréna,Puskás Aréna,Puskás Aréna,85.61540591257267
Spain,Sweden,ESP,SWE,2020,2021-06-14,2021-06-14T19:00:00Z,Group E,GROUP_STANDINGS,10559.0,74459,ESP,57619.0,37.4172611,-6.0046333,Seville,La Cartuja Stadium,La Cartuja de Sevilla,La Cartuja Stadium,18.32555233516722
Poland,Slovakia,POL,SVK,2020,2021-06-14,2021-06-14T16:00:00Z,Group E,GROUP_STANDINGS,12862.0,250003363,RUS,59960.0,59.972953,30.220533,St Petersburg,Gazprom Arena,Gazprom Arena,Gazprom Arena,21.450967311541028
Scotland,Czechia,SCO,CZE,2020,2021-06-14,2021-06-14T13:00:00Z,Group D,GROUP_STANDINGS,9847.0,62427,SCO,51824.0,55.8258583,-4.2519417,Glasgow,Hampden Park,Hampden Park,Hampden Park,19.000849027477617
Netherlands,Ukraine,NED,UKR,2020,2021-06-13,2021-06-13T19:00:00Z,Group C,GROUP_STANDINGS,15837.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,29.691776969515164
Austria,North Macedonia,AUT,MKD,2020,2021-06-13,2021-06-13T16:00:00Z,Group C,GROUP_STANDINGS,9082.0,250001298,ROU,54231.0,44.438192,26.151924,Bucharest,National Arena Bucharest,National Arena,National Arena Bucharest,16.746879091294648
England,Croatia,ENG,CRO,2020,2021-06-13,2021-06-13T13:00:00Z,Group D,GROUP_STANDINGS,18497.0,1100043,ENG,87360.0,51.5558417,-0.2795972,London,Wembley Stadium,Wembley Stadium,Wembley Stadium,21.17330586080586
Belgium,Russia,BEL,RUS,2020,2021-06-12,2021-06-12T19:00:00Z,Group B,GROUP_STANDINGS,26264.0,250003363,RUS,59960.0,59.972953,30.220533,St Petersburg,Gazprom Arena,Gazprom Arena,Gazprom Arena,43.802535023348895
Denmark,Finland,DEN,FIN,2020,2021-06-12,2021-06-12T16:00:00Z,Group B,GROUP_STANDINGS,13790.0,63462,DEN,38052.0,55.7027611,12.572275,Copenhagen,Parken Stadium,Parken,Parken Stadium,36.239882266372334
Wales,Switzerland,WAL,SUI,2020,2021-06-12,2021-06-12T13:00:00Z,Group A,GROUP_STANDINGS,8782.0,250002745,AZE,68700.0,40.429766,49.91979,Baku,Baku Olympic Stadium,Baku Olympic Stadium,Baku Olympic Stadium,12.78311499272198
Türkiye,Italy,TUR,ITA,2020,2021-06-11,2021-06-11T19:00:00Z,Group A,GROUP_STANDINGS,12916.0,57775,ITA,69689.0,41.9339222,12.4546833,Rome,Olimpico in Rome,Stadio Olimpico,Olimpico in Rome,18.533771470389876
Spain,England,ESP,ENG,2024,2024-07-14,2024-07-14T19:00:00Z,,FINAL,65600.0,62875,GER,74244.0,52.5147139,13.2393972,Berlin,Olympiastadion,Olympiastadion,Olympiastadion,88.35730833468024
Netherlands,England,NED,ENG,2024,2024-07-10,2024-07-10T19:00:00Z,,SEMIFINAL,60926.0,57798,GER,81365.0,51.4925889,7.4517722,Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,74.87986234867572
Spain,France,ESP,FRA,2024,2024-07-09,2024-07-09T19:00:00Z,,SEMIFINAL,62042.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,82.72266666666667
Netherlands,Türkiye,NED,TUR,2024,2024-07-06,2024-07-06T19:00:00Z,,QUARTER_FINALS,70091.0,62875,GER,74244.0,52.5147139,13.2393972,Berlin,Olympiastadion,Olympiastadion,Olympiastadion,94.40628198911696
England,Switzerland,ENG,SUI,2024,2024-07-06,2024-07-06T16:00:00Z,,QUARTER_FINALS,46907.0,1100174,GER,44559.0,51.260304,6.732731,Dusseldorf,Düsseldorf Arena,Düsseldorf Arena,Düsseldorf Arena,105.26941807491193
Portugal,France,POR,FRA,2024,2024-07-05,2024-07-05T19:00:00Z,,QUARTER_FINALS,47789.0,53103,GER,51831.0,53.5871556,9.8985528,Hamburg,Volksparkstadion,Volksparkstadion,Volksparkstadion,92.20157820609288
Spain,Germany,ESP,GER,2024,2024-07-05,2024-07-05T16:00:00Z,,QUARTER_FINALS,54000.0,53101,GER,54697.0,48.7922694,9.2320083,Stuttgart,Stuttgart Arena,Arena Stuttgart,Stuttgart Arena,98.7257070771706
Austria,Türkiye,AUT,TUR,2024,2024-07-02,2024-07-02T19:00:00Z,,ROUND_OF_16,38305.0,85442,GER,42146.0,51.3457333,12.3481806,Leipzig,Leipzig Stadium,RB Arena,Leipzig Stadium,90.88644236700992
Romania,Netherlands,ROU,NED,2024,2024-07-02,2024-07-02T16:00:00Z,,ROUND_OF_16,65012.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,86.68266666666666
Portugal,Slovenia,POR,SVN,2024,2024-07-01,2024-07-01T19:00:00Z,,ROUND_OF_16,46576.0,85690,GER,49474.0,50.0685861,8.6454556,Frankfurt am Main,Frankfurt Arena,Frankfurt Stadion,Frankfurt Arena,94.14237781460969
France,Belgium,FRA,BEL,2024,2024-07-01,2024-07-01T16:00:00Z,,ROUND_OF_16,46810.0,1100174,GER,44559.0,51.260304,6.732731,Dusseldorf,Düsseldorf Arena,Düsseldorf Arena,Düsseldorf Arena,105.0517291680693
Spain,Georgia,ESP,GEO,2024,2024-06-30,2024-06-30T19:00:00Z,,ROUND_OF_16,42233.0,52864,GER,45134.0,50.9335056,6.8749944,Cologne,Cologne Stadium,Stadion Köln,Cologne Stadium,93.5724730801613
England,Slovakia,ENG,SVK,2024,2024-06-30,2024-06-30T16:00:00Z,,ROUND_OF_16,47244.0,79089,GER,54740.0,51.5545417,7.0675694,Gelsenkirchen,Arena AufSchalke,Arena AufSchalke,Arena AufSchalke,86.30617464377055
Germany,Denmark,GER,DEN,2024,2024-06-29,2024-06-29T19:00:00Z,,ROUND_OF_16,61612.0,57798,GER,81365.0,51.4925889,7.4517722,Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,75.72297670988755
Switzerland,Italy,SUI,ITA,2024,2024-06-29,2024-06-29T16:00:00Z,,ROUND_OF_16,68172.0,62875,GER,74244.0,52.5147139,13.2393972,Berlin,Olympiastadion,Olympiastadion,Olympiastadion,91.82156133828995
Czechia,Türkiye,CZE,TUR,2024,2024-06-26,2024-06-26T19:00:00Z,Group F,GROUP_STANDINGS,47683.0,53103,GER,51831.0,53.5871556,9.8985528,Hamburg,Volksparkstadion,Volksparkstadion,Volksparkstadion,91.99706739210126
Georgia,Portugal,GEO,POR,2024,2024-06-26,2024-06-26T19:00:00Z,Group F,GROUP_STANDINGS,49616.0,79089,GER,54740.0,51.5545417,7.0675694,Gelsenkirchen,Arena AufSchalke,Arena AufSchalke,Arena AufSchalke,90.6393861892583
Ukraine,Belgium,UKR,BEL,2024,2024-06-26,2024-06-26T16:00:00Z,Group E,GROUP_STANDINGS,54000.0,53101,GER,54697.0,48.7922694,9.2320083,Stuttgart,Stuttgart Arena,Arena Stuttgart,Stuttgart Arena,98.7257070771706
Slovakia,Romania,SVK,ROU,2024,2024-06-26,2024-06-26T16:00:00Z,Group E,GROUP_STANDINGS,45033.0,85690,GER,49474.0,50.0685861,8.6454556,Frankfurt am Main,Frankfurt Arena,Frankfurt Stadion,Frankfurt Arena,91.02356793467276
Denmark,Serbia,DEN,SRB,2024,2024-06-25,2024-06-25T19:00:00Z,Group C,GROUP_STANDINGS,64288.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,85.71733333333333
England,Slovenia,ENG,SVN,2024,2024-06-25,2024-06-25T19:00:00Z,Group C,GROUP_STANDINGS,41536.0,52864,GER,45134.0,50.9335056,6.8749944,Cologne,Cologne Stadium,Stadion Köln,Cologne Stadium,92.02818274471574
France,Poland,FRA,POL,2024,2024-06-25,2024-06-25T16:00:00Z,Group D,GROUP_STANDINGS,59728.0,57798,GER,81365.0,51.4925889,7.4517722,Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,73.40748479075769
Netherlands,Austria,NED,AUT,2024,2024-06-25,2024-06-25T16:00:00Z,Group D,GROUP_STANDINGS,68363.0,62875,GER,74244.0,52.5147139,13.2393972,Berlin,Olympiastadion,Olympiastadion,Olympiastadion,92.07882118420343
Croatia,Italy,CRO,ITA,2024,2024-06-24,2024-06-24T19:00:00Z,Group B,GROUP_STANDINGS,38322.0,85442,GER,42146.0,51.3457333,12.3481806,Leipzig,Leipzig Stadium,RB Arena,Leipzig Stadium,90.92677834195416
Albania,Spain,ALB,ESP,2024,2024-06-24,2024-06-24T19:00:00Z,Group B,GROUP_STANDINGS,46586.0,1100174,GER,44559.0,51.260304,6.732731,Dusseldorf,Düsseldorf Arena,Düsseldorf Arena,Düsseldorf Arena,104.54902488835027
Scotland,Hungary,SCO,HUN,2024,2024-06-23,2024-06-23T19:00:00Z,Group A,GROUP_STANDINGS,54000.0,53101,GER,54697.0,48.7922694,9.2320083,Stuttgart,Stuttgart Arena,Arena Stuttgart,Stuttgart Arena,98.7257070771706
Switzerland,Germany,SUI,GER,2024,2024-06-23,2024-06-23T19:00:00Z,Group A,GROUP_STANDINGS,46685.0,85690,GER,49474.0,50.0685861,8.6454556,Frankfurt am Main,Frankfurt Arena,Frankfurt Stadion,Frankfurt Arena,94.3626955572624
Belgium,Romania,BEL,ROU,2024,2024-06-22,2024-06-22T19:00:00Z,Group E,GROUP_STANDINGS,42535.0,52864,GER,45134.0,50.9335056,6.8749944,Cologne,Cologne Stadium,Stadion Köln,Cologne Stadium,94.24159170470155
Türkiye,Portugal,TUR,POR,2024,2024-06-22,2024-06-22T16:00:00Z,Group F,GROUP_STANDINGS,61047.0,57798,GER,81365.0,51.4925889,7.4517722,Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,75.02857494008481
Georgia,Czechia,GEO,CZE,2024,2024-06-22,2024-06-22T13:00:00Z,Group F,GROUP_STANDINGS,46524.0,53103,GER,51831.0,53.5871556,9.8985528,Hamburg,Volksparkstadion,Volksparkstadion,Volksparkstadion,89.76095386930602
Netherlands,France,NED,FRA,2024,2024-06-21,2024-06-21T19:00:00Z,Group D,GROUP_STANDINGS,38531.0,85442,GER,42146.0,51.3457333,12.3481806,Leipzig,Leipzig Stadium,RB Arena,Leipzig Stadium,91.42267356332748
Poland,Austria,POL,AUT,2024,2024-06-21,2024-06-21T16:00:00Z,Group D,GROUP_STANDINGS,69455.0,62875,GER,74244.0,52.5147139,13.2393972,Berlin,Olympiastadion,Olympiastadion,Olympiastadion,93.54964710953072
Slovakia,Ukraine,SVK,UKR,2024,2024-06-21,2024-06-21T13:00:00Z,Group E,GROUP_STANDINGS,43910.0,1100174,GER,44559.0,51.260304,6.732731,Dusseldorf,Düsseldorf Arena,Düsseldorf Arena,Düsseldorf Arena,98.5435041181355
Spain,Italy,ESP,ITA,2024,2024-06-20,2024-06-20T19:00:00Z,Group B,GROUP_STANDINGS,49528.0,79089,GER,54740.0,51.5545417,7.0675694,Gelsenkirchen,Arena AufSchalke,Arena AufSchalke,Arena AufSchalke,90.47862623310193
Denmark,England,DEN,ENG,2024,2024-06-20,2024-06-20T16:00:00Z,Group C,GROUP_STANDINGS,46177.0,85690,GER,49474.0,50.0685861,8.6454556,Frankfurt am Main,Frankfurt Arena,Frankfurt Stadion,Frankfurt Arena,93.33589360067914
Slovenia,Serbia,SVN,SRB,2024,2024-06-20,2024-06-20T13:00:00Z,Group C,GROUP_STANDINGS,63028.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,84.03733333333334
Scotland,Switzerland,SCO,SUI,2024,2024-06-19,2024-06-19T19:00:00Z,Group A,GROUP_STANDINGS,42711.0,52864,GER,45134.0,50.9335056,6.8749944,Cologne,Cologne Stadium,Stadion Köln,Cologne Stadium,94.63154163158595
Germany,Hungary,GER,HUN,2024,2024-06-19,2024-06-19T16:00:00Z,Group A,GROUP_STANDINGS,54000.0,53101,GER,54697.0,48.7922694,9.2320083,Stuttgart,Stuttgart Arena,Arena Stuttgart,Stuttgart Arena,98.7257070771706
Croatia,Albania,CRO,ALB,2024,2024-06-19,2024-06-19T13:00:00Z,Group B,GROUP_STANDINGS,46784.0,53103,GER,51831.0,53.5871556,9.8985528,Hamburg,Volksparkstadion,Volksparkstadion,Volksparkstadion,90.26258416777604
Portugal,Czechia,POR,CZE,2024,2024-06-18,2024-06-18T19:00:00Z,Group F,GROUP_STANDINGS,38421.0,85442,GER,42146.0,51.3457333,12.3481806,Leipzig,Leipzig Stadium,RB Arena,Leipzig Stadium,91.16167607839415
Türkiye,Georgia,TUR,GEO,2024,2024-06-18,2024-06-18T16:00:00Z,Group F,GROUP_STANDINGS,59127.0,57798,GER,81365.0,51.4925889,7.4517722,Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,72.66883795243655
Austria,France,AUT,FRA,2024,2024-06-17,2024-06-17T19:00:00Z,Group D,GROUP_STANDINGS,46425.0,1100174,GER,44559.0,51.260304,6.732731,Dusseldorf,Düsseldorf Arena,Düsseldorf Arena,Düsseldorf Arena,104.18770618730223
Belgium,Slovakia,BEL,SVK,2024,2024-06-17,2024-06-17T16:00:00Z,Group E,GROUP_STANDINGS,45181.0,85690,GER,49474.0,50.0685861,8.6454556,Frankfurt am Main,Frankfurt Arena,Frankfurt Stadion,Frankfurt Arena,91.32271496139386
Romania,Ukraine,ROU,UKR,2024,2024-06-17,2024-06-17T13:00:00Z,Group E,GROUP_STANDINGS,61591.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,82.12133333333334
Serbia,England,SRB,ENG,2024,2024-06-16,2024-06-16T19:00:00Z,Group C,GROUP_STANDINGS,48953.0,79089,GER,54740.0,51.5545417,7.0675694,Gelsenkirchen,Arena AufSchalke,Arena AufSchalke,Arena AufSchalke,89.42820606503471
Slovenia,Denmark,SVN,DEN,2024,2024-06-16,2024-06-16T16:00:00Z,Group C,GROUP_STANDINGS,54000.0,53101,GER,54697.0,48.7922694,9.2320083,Stuttgart,Stuttgart Arena,Arena Stuttgart,Stuttgart Arena,98.7257070771706
Poland,Netherlands,POL,NED,2024,2024-06-16,2024-06-16T13:00:00Z,Group D,GROUP_STANDINGS,48117.0,53103,GER,51831.0,53.5871556,9.8985528,Hamburg,Volksparkstadion,Volksparkstadion,Volksparkstadion,92.83440412108584
Italy,Albania,ITA,ALB,2024,2024-06-15,2024-06-15T19:00:00Z,Group B,GROUP_STANDINGS,60512.0,57798,GER,81365.0,51.4925889,7.4517722,Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,BVB Stadion Dortmund,74.37104406071407
Spain,Croatia,ESP,CRO,2024,2024-06-15,2024-06-15T16:00:00Z,Group B,GROUP_STANDINGS,68844.0,62875,GER,74244.0,52.5147139,13.2393972,Berlin,Olympiastadion,Olympiastadion,Olympiastadion,92.72668498464523
Hungary,Switzerland,HUN,SUI,2024,2024-06-15,2024-06-15T13:00:00Z,Group A,GROUP_STANDINGS,41676.0,52864,GER,45134.0,50.9335056,6.8749944,Cologne,Cologne Stadium,Stadion Köln,Cologne Stadium,92.33837018655558
Germany,Scotland,GER,SCO,2024,2024-06-14,2024-06-14T19:00:00Z,Group A,GROUP_STANDINGS,65052.0,85441,GER,75000.0,48.2187944,11.6247306,Munich,Munich Football Arena,Fußball Arena München,Munich Football Arena,86.736
France,Italy,FRA,ITA,2000,2000-07-02,2000-07-02T18:00:00Z,,FINAL,50000.0,52851,NED,48100.0,51.8939056,4.5232,Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord 'De Kuip',Stadion Feijenoord,103.95010395010395
Italy,Netherlands,ITA,NED,2000,2000-06-29,2000-06-29T16:00:00Z,,SEMIFINAL,50000.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,93.74179759271064
France,Portugal,FRA,POR,2000,2000-06-28,2000-06-28T18:45:00Z,,SEMIFINAL,48000.0,62073,BEL,48693.0,50.8957583,4.3339472,Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,98.57679748629167
Spain,France,ESP,FRA,2000,2000-06-25,2000-06-25T18:45:00Z,,QUARTER_FINALS,26614.0,63387,BEL,28300.0,51.1933556,3.1806222,Bruges,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,94.04240282685512
Netherlands,Yugoslavia,NED,YUG,2000,2000-06-25,2000-06-25T16:00:00Z,,QUARTER_FINALS,44000.0,52851,NED,48100.0,51.8939056,4.5232,Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord 'De Kuip',Stadion Feijenoord,91.47609147609148
Italy,Romania,ITA,ROU,2000,2000-06-24,2000-06-24T18:45:00Z,,QUARTER_FINALS,41000.0,62073,BEL,48693.0,50.8957583,4.3339472,Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,84.20101451954079
Türkiye,Portugal,TUR,POR,2000,2000-06-24,2000-06-24T16:00:00Z,,QUARTER_FINALS,42000.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,78.74310997787694
France,Netherlands,FRA,NED,2000,2000-06-21,2000-06-21T18:45:00Z,Group D,GROUP_STANDINGS,50000.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,93.74179759271064
Denmark,Czechia,DEN,CZE,2000,2000-06-21,2000-06-21T18:45:00Z,Group D,GROUP_STANDINGS,20000.0,62076,BEL,27221.0,50.6099583,5.5432667,Liege,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,73.47268652878293
Slovenia,Norway,SVN,NOR,2000,2000-06-21,2000-06-21T16:00:00Z,Group C,GROUP_STANDINGS,21000.0,67772,NED,21248.0,51.9629083,5.8927861,Arnhem,GelreDome,GelreDome,GelreDome,98.83283132530121
Yugoslavia,Spain,YUG,ESP,2000,2000-06-21,2000-06-21T16:00:00Z,Group C,GROUP_STANDINGS,26611.0,63387,BEL,28300.0,51.1933556,3.1806222,Bruges,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,94.03180212014134
Portugal,Germany,POR,GER,2000,2000-06-20,2000-06-20T18:45:00Z,Group A,GROUP_STANDINGS,44000.0,52851,NED,48100.0,51.8939056,4.5232,Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord 'De Kuip',Stadion Feijenoord,91.47609147609148
England,Romania,ENG,ROU,2000,2000-06-20,2000-06-20T18:45:00Z,Group A,GROUP_STANDINGS,30000.0,62080,BEL,13750.0,50.4147222,4.4536778,Charleroi,Stade du Pays de Charleroi,Stade du Pays de Charleroi,Stade du Pays de Charleroi,218.18181818181816
Italy,Sweden,ITA,SWE,2000,2000-06-19,2000-06-19T18:45:00Z,Group B,GROUP_STANDINGS,30000.0,52853,NED,35000.0,51.4416444,5.4673028,Eindhoven,PSV Stadion,PSV Stadion,PSV Stadion,85.71428571428571
Türkiye,Belgium,TUR,BEL,2000,2000-06-19,2000-06-19T18:45:00Z,Group B,GROUP_STANDINGS,48000.0,62073,BEL,48693.0,50.8957583,4.3339472,Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,98.57679748629167
Norway,Yugoslavia,NOR,YUG,2000,2000-06-18,2000-06-18T18:45:00Z,Group C,GROUP_STANDINGS,28750.0,62076,BEL,27221.0,50.6099583,5.5432667,Liege,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,105.61698688512547
Slovenia,Spain,SVN,ESP,2000,2000-06-18,2000-06-18T16:00:00Z,Group C,GROUP_STANDINGS,51300.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,96.17908433012111
England,Germany,ENG,GER,2000,2000-06-17,2000-06-17T18:45:00Z,Group A,GROUP_STANDINGS,29000.0,62080,BEL,13750.0,50.4147222,4.4536778,Charleroi,Stade du Pays de Charleroi,Stade du Pays de Charleroi,Stade du Pays de Charleroi,210.90909090909088
Romania,Portugal,ROU,POR,2000,2000-06-17,2000-06-17T16:00:00Z,Group A,GROUP_STANDINGS,28400.0,67772,NED,21248.0,51.9629083,5.8927861,Arnhem,GelreDome,GelreDome,GelreDome,133.65963855421688
Denmark,Netherlands,DEN,NED,2000,2000-06-16,2000-06-16T18:45:00Z,Group D,GROUP_STANDINGS,51425.0,52851,NED,48100.0,51.8939056,4.5232,Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord 'De Kuip',Stadion Feijenoord,106.9126819126819
Czechia,France,CZE,FRA,2000,2000-06-16,2000-06-16T16:00:00Z,Group D,GROUP_STANDINGS,27243.0,63387,BEL,28300.0,51.1933556,3.1806222,Bruges,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,96.26501766784452
Sweden,Türkiye,SWE,TUR,2000,2000-06-15,2000-06-15T18:45:00Z,Group B,GROUP_STANDINGS,27000.0,52853,NED,35000.0,51.4416444,5.4673028,Eindhoven,PSV Stadion,PSV Stadion,PSV Stadion,77.14285714285715
Italy,Belgium,ITA,BEL,2000,2000-06-14,2000-06-14T18:45:00Z,Group B,GROUP_STANDINGS,44500.0,62073,BEL,48693.0,50.8957583,4.3339472,Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,91.38890600291623
Yugoslavia,Slovenia,YUG,SVN,2000,2000-06-13,2000-06-13T18:45:00Z,Group C,GROUP_STANDINGS,18500.0,62080,BEL,13750.0,50.4147222,4.4536778,Charleroi,Stade du Pays de Charleroi,Stade du Pays de Charleroi,Stade du Pays de Charleroi,134.54545454545453
Spain,Norway,ESP,NOR,2000,2000-06-13,2000-06-13T16:00:00Z,Group C,GROUP_STANDINGS,41000.0,52851,NED,48100.0,51.8939056,4.5232,Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord 'De Kuip',Stadion Feijenoord,85.23908523908524
Portugal,England,POR,ENG,2000,2000-06-12,2000-06-12T18:45:00Z,Group A,GROUP_STANDINGS,31500.0,52853,NED,35000.0,51.4416444,5.4673028,Eindhoven,PSV Stadion,PSV Stadion,PSV Stadion,90.0
